Raw Data File,cells,tracer molecule,labelled positions,abundance,Parameter Value[injection],Parameter Value[Replicate],Factor Value[Incubation time],Metabolite name,CHEBI identifier,atomic positions to the parent molecule/metabolite name,Empirical formula derivatized molecule/fragment,retention(min),m/z monitored,signal intensity,isotopologue,isotologue abundance relative concentration
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Aspartate,CHEBI:29991,C2-C4,NA,1,1,1,asp_13C0,10.8
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Aspartate,CHEBI:29991,C2-C4,NA,1,1,1,asp_13C1,25.6
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Aspartate,CHEBI:29991,C2-C4,NA,1,1,1,asp_13C2,33
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Aspartate,CHEBI:29991,C2-C4,NA,1,1,1,asp_13C3,30.6
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Glutamate,CHEBI:29985,C1-C5,NA,1,1,1,glu_13C0,1.4
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Glutamate,CHEBI:29985,C1-C5,NA,1,1,1,glu_13C1,9.4
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Glutamate,CHEBI:29985,C1-C5,NA,1,1,1,glu_13C2,20.7
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Glutamate,CHEBI:29985,C1-C5,NA,1,1,1,glu_13C3,28.8
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Glutamate,CHEBI:29985,C1-C5,NA,1,1,1,glu_13C4,24.4
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Glutamate,CHEBI:29985,C1-C5,NA,1,1,1,glu_13C5,15.2
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Glutamate,CHEBI:29985,C2-C5,NA,1,1,1,glu_13C0,2.8
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Glutamate,CHEBI:29985,C2-C5,NA,1,1,1,glu_13C1,14
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Glutamate,CHEBI:29985,C2-C5,NA,1,1,1,glu_13C2,29.8
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Glutamate,CHEBI:29985,C2-C5,NA,1,1,1,glu_13C3,30.9
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Glutamate,CHEBI:29985,C2-C5,NA,1,1,1,glu_13C4,22.5
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Phenylalanine,CHEBI:17295,C2-C9,NA,1,1,1,phe_13C0,2.1
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Phenylalanine,CHEBI:17295,C2-C9,NA,1,1,1,phe_13C1,4.7
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Phenylalanine,CHEBI:17295,C2-C9,NA,1,1,1,phe_13C2,11.3
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Phenylalanine,CHEBI:17295,C2-C9,NA,1,1,1,phe_13C3,13.9
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Phenylalanine,CHEBI:17295,C2-C9,NA,1,1,1,phe_13C4,17
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Phenylalanine,CHEBI:17295,C2-C9,NA,1,1,1,phe_13C5,14.8
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Phenylalanine,CHEBI:17295,C2-C9,NA,1,1,1,phe_13C6,16.4
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Phenylalanine,CHEBI:17295,C2-C9,NA,1,1,1,phe_13C7,12.3
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Phenylalanine,CHEBI:17295,C2-C9,NA,1,1,1,phe_13C8,7.6
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Phenylalanine,CHEBI:17295,C1-C2,NA,1,1,1,phe_13C0,41.4
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Phenylalanine,CHEBI:17295,C1-C2,NA,1,1,1,phe_13C1,13.8
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Phenylalanine,CHEBI:17295,C1-C2,NA,1,1,1,phe_13C2,44.9
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Glycine,CHEBI:15428,C1-C2,NA,1,1,1,gly_13C0,42.5
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Glycine,CHEBI:15428,C1-C2,NA,1,1,1,gly_13C1,15.4
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Glycine,CHEBI:15428,C1-C2,NA,1,1,1,gly_13C2,42.1
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Glycine,CHEBI:15428,C2,NA,1,1,1,gly_13C0,48.9
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Glycine,CHEBI:15428,C2,NA,1,1,1,gly_13C1,51.1
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Valine,CHEBI:16414,C1-C5,NA,1,1,1,val_13C0,5.4
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Valine,CHEBI:16414,C1-C5,NA,1,1,1,val_13C1,11.8
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Valine,CHEBI:16414,C1-C5,NA,1,1,1,val_13C2,20.6
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Valine,CHEBI:16414,C1-C5,NA,1,1,1,val_13C3,25
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Valine,CHEBI:16414,C1-C5,NA,1,1,1,val_13C4,18.4
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Valine,CHEBI:16414,C1-C5,NA,1,1,1,val_13C5,18.7
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Tyrosine,CHEBI:17895,C1-C2,NA,1,1,1,tyr_13C0,42.2
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Tyrosine,CHEBI:17895,C1-C2,NA,1,1,1,tyr_13C1,13.6
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Tyrosine,CHEBI:17895,C1-C2,NA,1,1,1,tyr_13C2,44.2
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Threonine,CHEBI:16857,C1-C4,NA,1,1,1,thr_13C0,7.9
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Threonine,CHEBI:16857,C1-C4,NA,1,1,1,thr_13C1,17.9
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Threonine,CHEBI:16857,C1-C4,NA,1,1,1,thr_13C2,24.7
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Threonine,CHEBI:16857,C1-C4,NA,1,1,1,thr_13C3,27.8
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Threonine,CHEBI:16857,C1-C4,NA,1,1,1,thr_13C4,21.6
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Threonine,CHEBI:16857,C2-C4,NA,1,1,1,thr_13C0,11.8
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Threonine,CHEBI:16857,C2-C4,NA,1,1,1,thr_13C1,25.3
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Threonine,CHEBI:16857,C2-C4,NA,1,1,1,thr_13C2,32.4
NA,E coli K12 MG1655,[1-13C]-Glucose/[U-13C]-Glucose,"1,0,0,0,0,0/1,1,1,1,1,1",49.2/49.8,1,1,10,Threonine,CHEBI:16857,C2-C4,NA,1,1,1,thr_13C3,30.5
